constituency,Aam Janata Unnayan party_candidate,Aam Janata Unnayan party_total_votes,Aam Janata Unnayan party_vote_share,Akhil Bharatiya Gorkha League_candidate,Akhil Bharatiya Gorkha League_total_votes,Akhil Bharatiya Gorkha League_vote_share,All India Forward Bloc_candidate,All India Forward Bloc_total_votes,All India Forward Bloc_vote_share,All India Majlis-E-Inquilab-E-Millat_candidate,All India Majlis-E-Inquilab-E-Millat_total_votes,All India Majlis-E-Inquilab-E-Millat_vote_share,All India Majlis-E-Ittehadul Muslimeen_candidate,All India Majlis-E-Ittehadul Muslimeen_total_votes,All India Majlis-E-Ittehadul Muslimeen_vote_share,All India Secular Front_candidate,All India Secular Front_total_votes,All India Secular Front_vote_share,All India Trinamool Congress_candidate,All India Trinamool Congress_total_votes,All India Trinamool Congress_vote_share,Ambedkarite Party of India_candidate,Ambedkarite Party of India_total_votes,Ambedkarite Party of India_vote_share,Amra Bangalee_candidate,Amra Bangalee_total_votes,Amra Bangalee_vote_share,Bahujan Mukti Party_candidate,Bahujan Mukti Party_total_votes,Bahujan Mukti Party_vote_share,Bahujan Samaj Party_candidate,Bahujan Samaj Party_total_votes,Bahujan Samaj Party_vote_share,Bharateeya Manavadhikar party_candidate,Bharateeya Manavadhikar party_total_votes,Bharateeya Manavadhikar party_vote_share,Bharatiya Gorkha Prajatantrik Morcha_candidate,Bharatiya Gorkha Prajatantrik Morcha_total_votes,Bharatiya Gorkha Prajatantrik Morcha_vote_share,Bharatiya Janata Party_candidate,Bharatiya Janata Party_total_votes,Bharatiya Janata Party_vote_share,Bharatiya National Janata Dal_candidate,Bharatiya National Janata Dal_total_votes,Bharatiya National Janata Dal_vote_share,Bharatiya Nyay-Adhikar Raksha Party_candidate,Bharatiya Nyay-Adhikar Raksha Party_total_votes,Bharatiya Nyay-Adhikar Raksha Party_vote_share,Bharatiya Rashtriya Forward Bloc_candidate,Bharatiya Rashtriya Forward Bloc_total_votes,Bharatiya Rashtriya Forward Bloc_vote_share,Bhartiya Lokmat Rashtrawadi Party_candidate,Bhartiya Lokmat Rashtrawadi Party_total_votes,Bhartiya Lokmat Rashtrawadi Party_vote_share,Bhartiya Rashtriya Dal_candidate,Bhartiya Rashtriya Dal_total_votes,Bhartiya Rashtriya Dal_vote_share,Bhumiputra United Party_candidate,Bhumiputra United Party_total_votes,Bhumiputra United Party_vote_share,Communist Party of India_candidate,Communist Party of India_total_votes,Communist Party of India_vote_share,Communist Party of India (Marxist)_candidate,Communist Party of India (Marxist)_total_votes,Communist Party of India (Marxist)_vote_share,Communist Party of India (Marxist-Leninist) (Liberation)_candidate,Communist Party of India (Marxist-Leninist) (Liberation)_total_votes,Communist Party of India (Marxist-Leninist) (Liberation)_vote_share,Gana Suraksha Party_candidate,Gana Suraksha Party_total_votes,Gana Suraksha Party_vote_share,Gondvana Gantantra Party_candidate,Gondvana Gantantra Party_total_votes,Gondvana Gantantra Party_vote_share,Guruchand Sena Dal_candidate,Guruchand Sena Dal_total_votes,Guruchand Sena Dal_vote_share,Hindu Samaj Party_candidate,Hindu Samaj Party_total_votes,Hindu Samaj Party_vote_share,Independent_candidate,Independent_total_votes,Independent_vote_share,Independent Nationalist Front_candidate,Independent Nationalist Front_total_votes,Independent Nationalist Front_vote_share,Indian National Congress_candidate,Indian National Congress_total_votes,Indian National Congress_vote_share,Indian National League_candidate,Indian National League_total_votes,Indian National League_vote_share,Indian National Socialistic Action Forces_candidate,Indian National Socialistic Action Forces_total_votes,Indian National Socialistic Action Forces_vote_share,Indian Union Muslim League_candidate,Indian Union Muslim League_total_votes,Indian Union Muslim League_vote_share,Indian Unity Centre_candidate,Indian Unity Centre_total_votes,Indian Unity Centre_vote_share,Jamat-E-Seratul Mustakim_candidate,Jamat-E-Seratul Mustakim_total_votes,Jamat-E-Seratul Mustakim_vote_share,Jan Sangh Party_candidate,Jan Sangh Party_total_votes,Jan Sangh Party_vote_share,Jatiya Unnayan Party_candidate,Jatiya Unnayan Party_total_votes,Jatiya Unnayan Party_vote_share,Jharkhand Loktantrik Krantikari Morcha_candidate,Jharkhand Loktantrik Krantikari Morcha_total_votes,Jharkhand Loktantrik Krantikari Morcha_vote_share,Justice and Development Party_candidate,Justice and Development Party_total_votes,Justice and Development Party_vote_share,Kamatapur People's Party (United)_candidate,Kamatapur People's Party (United)_total_votes,Kamatapur People's Party (United)_vote_share,Magadh Congress of India_candidate,Magadh Congress of India_total_votes,Magadh Congress of India_vote_share,Mera Bharat Mahan Party_candidate,Mera Bharat Mahan Party_total_votes,Mera Bharat Mahan Party_vote_share,Mulnibasi Party of India_candidate,Mulnibasi Party of India_total_votes,Mulnibasi Party of India_vote_share,National Republic Party Of India_candidate,National Republic Party Of India_total_votes,National Republic Party Of India_vote_share,Nationalist Conservative Party_candidate,Nationalist Conservative Party_total_votes,Nationalist Conservative Party_vote_share,None of the Above_candidate,None of the Above_total_votes,None of the Above_vote_share,North Bengal People's Party_candidate,North Bengal People's Party_total_votes,North Bengal People's Party_vote_share,Party for Democratic Socialism_candidate,Party for Democratic Socialism_total_votes,Party for Democratic Socialism_vote_share,Peoples Party of India (Democratic)_candidate,Peoples Party of India (Democratic)_total_votes,Peoples Party of India (Democratic)_vote_share,Prajashakti Party Samdarshi_candidate,Prajashakti Party Samdarshi_total_votes,Prajashakti Party Samdarshi_vote_share,Rashtriya Lok Janshakti Party_candidate,Rashtriya Lok Janshakti Party_total_votes,Rashtriya Lok Janshakti Party_vote_share,Rashtriya Secular Majlis Party_candidate,Rashtriya Secular Majlis Party_total_votes,Rashtriya Secular Majlis Party_vote_share,Rastriya Aam Jan Seva Party_candidate,Rastriya Aam Jan Seva Party_total_votes,Rastriya Aam Jan Seva Party_vote_share,Revolutionary Socialist Party_candidate,Revolutionary Socialist Party_total_votes,Revolutionary Socialist Party_vote_share,Right to Recall Party_candidate,Right to Recall Party_total_votes,Right to Recall Party_vote_share,Samata Party_candidate,Samata Party_total_votes,Samata Party_vote_share,Social Democratic Party Of India_candidate,Social Democratic Party Of India_total_votes,Social Democratic Party Of India_vote_share,Socialist Party (India)_candidate,Socialist Party (India)_total_votes,Socialist Party (India)_vote_share,Socialist Unity Centre Of India (COMMUNIST)_candidate,Socialist Unity Centre Of India (COMMUNIST)_total_votes,Socialist Unity Centre Of India (COMMUNIST)_vote_share,Swaraj India_candidate,Swaraj India_total_votes,Swaraj India_vote_share,Vikas India Party_candidate,Vikas India Party_total_votes,Vikas India Party_vote_share,Welfare Party Of India_candidate,Welfare Party Of India_total_votes,Welfare Party Of India_vote_share,West Bengal Socialist Party_candidate,West Bengal Socialist Party_total_votes,West Bengal Socialist Party_vote_share
DUBRAJPUR - 284,SUBHASIS DAS,623,0.28,,,,BIJOY BAGDI,5028,2.28,,,,,,,,,,NARESH CHANDRA BAURI,89790,40.78,,,,,,,,,,BIPAD TARAN DOM,672,0.31,,,,,,,ANUP KUMAR SAHA,117437,53.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUDHAN BAURI,1245,0.57,,,,BYAPARI SANJOY,2911,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,2487,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUM DUM - 114,SABIR RAJA ANSARI,123,0.06,,,,,,,,,,,,,,,,BRATYABRATA BASU,73908,37.31,,,,,,,,,,SUBRATA KUMAR MAJUMDER,381,0.19,,,,,,,ARIJIT BAKSHI,99181,50.07,,,,,,,,,,,,,,,,,,,,,,MAYUKH BISWAS,20576,10.39,,,,,,,,,,,,,,,,PALASH SAMANTA,518,0.26,,,,SUSMITA BISWAS,1476,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,1459,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIRENDRANATH KARMAKAR,249,0.13,,,,,,,,,,,,
DUM DUM UTTAR - 110,RUHUL AMIN SARDAR,325,0.15,,,,,,,,,,,,,,,,CHANDRIMA BHATTACHARYA,76880,34.42,,,,,,,,,,SATYABRATA MAJUMDER,587,0.26,,,,,,,SOURAV SIKDAR,103284,46.24,,,,SANAP MONDAL,165,0.07,,,,,,,,,,,,,,,,DIPSITA DHAR,38428,17.21,,,,,,,,,,,,,,,,PRATAP BAIDYA,356,0.16,,,,DHANANJAY MAITRA,1607,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARIPADA BISWAS,242,0.11,,,,,,,NOTA,1475,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DURGAPUR PASCHIM - 277,GULNAJ KHANAM,442,0.2,,,,,,,,,,,,,,,,KABI DUTTA,77131,35.58,,,,,,,,,,PRABHU NATH SAH,645,0.3,,,,,,,LAKSHMAN CHANDRA GHORUI,114729,52.93,,,,,,,,,,,,,,,,,,,,,,PRAVASH SAIN,13986,6.45,,,,,,,,,,,,,,,,DHRUBOJYOTI MUKHERJEE,1138,0.52,,,,TARUN ROY,3019,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUBRATA BHOWMIK,177,0.08,,,,,,,,,,NOTA,2947,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOMNATH BANERJEE,269,0.12,,,,,,,,,,,,
DURGAPUR PURBA - 276,RUBIYA BEGAM,615,0.29,,,,,,,,,,,,,,,,PRADIP MAZUMDAR,77954,36.29,,,,PAPIYA DHIBAR,382,0.18,,,,,,,,,,,,,CHANDRA SEKHAR BANERJEE,108888,50.69,,,,,,,,,,,,,,,,,,,,,,SIMANTA CHATTERJEE,18999,8.84,,,,,,,,,,,,,,,,DIPAK DHALI,1318,0.61,,,,DEBESH CHAKRABORTY,2883,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,2594,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KIRANMOYEE MONDAL,606,0.28,,,,,,,,,,,,
EGRA - 218,,,,,,,,,,,,,,,,,,,TARUN KUMAR MAITY,116978,43.43,,,,,,,,,,,,,,,,,,,ADHIKARI DIBYENDU,142670,52.96,,,,,,,,,,,,,,,,,,,,,,SUBRATA PANDA,5736,2.13,,,,,,,,,,,,,,,,SK ARIF IKBAL,539,0.2,,,,ANJAN KUMAR PATTANAYAK,1760,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,722,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SANATAN GIRI,968,0.36,,,,,,,,,,,,
ENGLISH BAZAR - 51,MD UNUSH ALI,262,0.11,,,,,,,,,,,,,,,,ASIS KUNDU (PATA),60312,25.71,,,,,,,,,,NITISH KUMAR MANDAL,749,0.32,,,,,,,AMLAN BHADURI (BURO),154096,65.7,,,,,,,,,,,,,,,,,,,,,,AMBAR MITRA,7122,3.04,,,,,,,,,,,,,,,,SAFIUL HOQUE,1402,0.6,,,,ALAM MASUD,6929,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,1727,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GAUTAM SARKAR,218,0.09,,,,,,,,,,,,
ENTALLY - 163,SHA ALAM,115,0.07,,,,,,,,,,,,,,,,SANDIPAN SAHA,94427,57.16,,,,,,,,,,,,,,,,,,,DR. PRIYANKA TIBREWAL,60421,36.57,,,,,,,,,,,,,,,,,,,,,,ABDUL RAUF,4904,2.97,,,,,,,,,,,,,,,,RASHID IQBAL,1193,0.72,,,,KASHIF REZA,1599,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,692,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMS MUSHAFIR,553,0.33,,,,,,,,,,,,
FALAKATA - 13,,,,,,,,,,,,,,,,,,,SUBHASH CHANDRA ROY,88371,37.45,,,,,,,,,,,,,,,,,,,DIPAK BARMAN,134370,56.95,,,,,,,,,,,,,,,,,,,,,,KAMAL KISHOR ROY,6133,2.6,,,,,,,,,,,,,,,,TARUN BARMAN,1033,0.44,,,,AKSHOY KUMAR BARMAN,1855,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIPANKAR BARMAN,1047,0.44,,,,,,,,,,,,,,,,NOTA,1432,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UKIL CHANDRA BHUIMALI,1118,0.47,,,,,,,,,,,,
FALTA - 144,,,,,,,,,,,,,,,,,,,JAHANGIR KHAN,0,0,,,,,,,,,,,,,,,,,,,DEBANGSHU PANDA,0,0,,,,,,,,,,,,,,,,,,,,,,SAMBHU NATH KURMI,0,0,,,,,,,,,,,,,,,,CHANDRAKANTA ROY,0,0,,,,ABDUR RAZZAK MOLLA,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FARAKKA - 55,IMTIAZ AHMED MOLLAH,781,0.45,,,,,,,,,,,,,,,,AMIRUL ISLAM,47256,27.03,,,,,,,,,,,,,,,,,,,SUNIL CHOWDHURI,54857,31.38,,,,TILOTTAMA HALDAR,128,0.07,,,,,,,,,,,,,,,,MOZAFFAR HOSSAIN,4177,2.39,,,,,,,,,,,,,,,,SHASHANKA DAS,800,0.46,,,,MOTAB SHAIKH,63050,36.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,1783,1.02,,,,,,,,,,,,,,,,AZMERUL SK,484,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAIGHATA - 97,,,,,,,,,,,,,,,,,,,NAROTTAM BISWAS,73639,35.2,,,,,,,,,,SABYASACHI BISWAS,923,0.44,,,,,,,SUBRATA THAKUR,121322,57.99,,,,,,,,,,,,,,,,,,,SAJAL BISWAS,9003,4.3,,,,,,,,,,,,,,,,,,,SUBRATA ADHIKARY,753,0.36,,,,ANIL KUMAR PANDEY,1097,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,994,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHIBANI MAJUMDAR,531,0.25,,,,,,,,,,,,
GALSI - 274,AMLAN KRISHNA SARKAR,862,0.37,,,,,,,,,,,,,,,,ALOK KUMAR MAJHI,100146,43.1,,,,,,,,,,KISHOR BISWAS,1116,0.48,,,,,,,RAJU PATRA,110640,47.62,,,,,,,,,,,,,,,,,,,,,,MANIMALA DAS,13526,5.82,,,,,,,,,,,,,,,,SENAPATI BAGDI,837,0.36,,,,DEBASISH BISWAS,2044,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,2780,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GANGARAMPUR - 41,,,,,,,,,,,,,,,,,,,Goutam Das,76744,39.8,,,,,,,,,,JATINDRA NATH BARMAN,611,0.32,,,,,,,SATYENDRA NATH ROY,105083,54.5,,,,,,,,,,,,,,,,,,,,,,BIPLAB BARMAN,5991,3.11,,,,,,,,,,,,,,,,SADHAN BISWAS,569,0.3,,,,JUI BARMAN,1570,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,1438,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMRITA BARMAN,530,0.27,,,,,,,,,,,,
GARBETA - 233,,,,,,,,,,,,,,,,,,,UTTARA SINGHA (HAZRA),87527,39.42,,,,,,,,,,,,,,,,,,,PRADIP LODHA,113752,51.23,,,,,,,,,,,,,,,,,,,,,,GHOSH TAPAN KUMAR,14238,6.41,,,,,,,,,,,,,,,,MADHURI MAITI,959,0.43,,,,SIDDHARTHA BISHAI,1859,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,2455,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAPAS KUMAR MISHRA,596,0.27,,,,,,,,,,,,
GAZOLE - 44,RATAN ROY,402,0.16,,,,,,,,,,,,,,,,PRASENJIT DAS,93349,38.28,SUSHIL CHANDRA BARMAN,1255,0.51,,,,,,,SUDIPTA ROY,583,0.24,,,,,,,CHINMOY DEB BARMAN,131541,53.94,,,,,,,,,,,,,,,,,,,,,,KSHITISH CHANDRA SARKAR,5949,2.44,,,,,,,,,,,,,,,,MIRANA SARKAR,1372,0.56,,,,PREM CHOWDHURY,5050,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MINOTI SARKAR,508,0.21,,,,,,,NOTA,1493,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPEN KUMAR ROY,379,0.16,,,,,,,,,,,,
GHATAL - 231,,,,,,,,,,,,,,,,,,,SHYAMALI SARDAR,93893,38.79,,,,,,,,,,SUJAY DOLAI,991,0.41,,,,,,,SITAL KAPAT,131550,54.35,,,,,,,,,,,,,,,,,,,,,,SANTI NATH SATICK,9352,3.86,,,,,,,,,,,,,,,,RUMA PATRA,1374,0.57,,,,KABERI DOLUI,1867,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,1308,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NARUGOPAL DOLUI,462,0.19,,,,,,,,,,,,
GOALPOKHAR - 30,TOWHID AHMED KHAN,287,0.16,,,,ZAMALUDDIN,679,0.37,MD. NAZIR AKHTAR,545,0.3,,,,,,,MD GHULAM RABBANI,122105,66.66,,,,,,,,,,SUNIL BISWAS,708,0.39,,,,,,,SARAJIT BISWAS,38315,20.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MD. GHULAM SARWAR,14495,7.91,,,,MASOOD MD. NASEEM AHSEN,2966,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,934,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NABIN  CHANDRA SINGHA,223,0.12,SHAMBHU LAL ROY,1471,0.8,,,,,,,,,
GOGHAT - 201,,,,,,,MUKTARAM DHAWREY,9185,3.92,,,,,,,,,,DR. NIRMAL MAJI,84916,36.24,,,,,,,,,,SAMIR ROY,1202,0.51,,,,,,,PRASANTA DIGAR,134498,57.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARADHAN SANTRA,2099,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,2421,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOPIBALLAVPUR - 221,,,,,,,,,,,,,,,,,,,AJIT MAHATA,88008,41.24,,,,,,,,,,,,,,,,,,,RAJESH MAHATA,114683,53.75,,,,,,,,,,,,,,,,,,,BIKASH SHARANGI,3149,1.48,,,,,,,,,,,,,,,,,,,SUBHASH MAHATO,1209,0.57,,,,SOURAV GHOSH,1521,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,2532,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMAPAL BISUI,415,0.19,,,,,,,,,,,,
GOSABA - 127,,,,,,,,,,,,,,,,,,,SUBRATA MONDAL,92392,43.72,,,,,,,,,,HARIPADA MANDAL,808,0.38,,,,,,,BIKARNA NASKAR,108492,51.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOPAL MANDAL,671,0.32,,,,BHUPAL CHANDRA DAS,1062,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,2221,1.05,,,,,,,,,,,,,,,,,,,,,,ADWAITYA JOTDAR,4221,2,,,,,,,,,,,,,HARIPADA MONDAL,482,0.23,,,,,,,,,,,,
HABIBPUR - 43,BABULAL HASDA,385,0.17,,,,,,,,,,,,,,,,AMAL KISKU,63874,28.06,,,,,,,,,,,,,,,,,,,JOYEL MURMU,142062,62.41,,,,,,,,,,,,,,,,,,,,,,BASUDEV MURMU,8725,3.83,,,,,,,,,,,,,,,,BABURAM KISKU,4579,2.01,,,,RAJEN SOREN,2490,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICHOLAS SOREN,570,0.25,,,,,,,,,,,,,,,,NOTA,2119,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIMAL MURMU,329,0.14,,,,,,,,,,,,
HABRA - 100,KABIR RANA,71,0.04,,,,,,,,,,ASIK RAJ MONDAL,306,0.15,,,,JYOTI PRIYA MALLICK,73183,36.82,,,,,,,,,,KAMALENDU BALA,540,0.27,,,,,,,DEBDAS MONDAL,104645,52.66,,,,,,,,,,,,,,,,,,,,,,RIJINANDAN BISWAS,15237,7.67,,,,,,,,,,,,,,,,DEBABRATA DAS,885,0.45,,,,PRONOB BHATTACHARYYA,1145,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,988,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROBODH KUMAR SARKAR,261,0.13,,,,,,,,,,,,
HALDIA - 209,KEYA RANI DAS,1108,0.46,,,,,,,,,,,,,,,,TAPASI MONDAL,83121,34.71,,,,,,,,,,,,,,,,,,,PRADIP KUMAR BIJALI,132183,55.2,,,,,,,,,,,,,,,,,,,,,,ASOKE KUMAR PATRA,19121,7.99,,,,,,,,,,,,,,,,ANIRUDDHA GAYEN,773,0.32,,,,ABHIMANYU MONDAL,1617,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,1066,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HANSAN - 292,SYED UJ JAMAN,687,0.3,,,,,,,,,,,,,,,,FAYEZUL HAQUE (KAJAL SK),103223,45.56,,,,,,,,,,SHYAMOLI FULMALI,565,0.25,,,,,,,NIKHIL BANERJEE,74925,33.07,,,,ASGAR ALI,279,0.12,,,,,,,,,,,,,,,,KAMAL HASAN,22111,9.76,,,,,,,,,,,,,,,,KHANDEKAR ARAF AHAMED,1599,0.71,,,,MILTON RASHID,20256,8.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,1153,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JAHANGIR ALAM,178,0.08,SUBARNA MAL,337,0.15,,,,,,,,,,,,
HARIHARPARA - 73,BIJOY SEKH,67673,28.76,,,,,,,,,,,,,,,,NIAMOT SHEIKH,80338,34.14,,,,,,,,,,,,,,,,,,,TANMOY BISWAS,32057,13.62,,,,,,,,,,,,,,,,,,,,,,ZAMIR MOLLA,30055,12.77,,,,,,,,,,,,,,,,MOUSUMI KHATUN,1960,0.83,,,,MOUSUMI BEGUM,13076,5.56,,,,,,,RIYAJUL ISLAM KHAN,2725,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,1300,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABU SYEED KHANDOKER,3624,1.54,,,,,,,,,,,,
HARINGHATA - 93,,,,,,,,,,,,,,,,,,,DR. RAJIB BISWAS.,85845,40.35,,,,,,,,,,BIPLAB BISWAS,702,0.33,,,,,,,ASIM KUMAR SARKAR,107900,50.72,,,,,,,,,,,,,,,,,,,,,,SWAPAN KUMAR SARKAR,12370,5.81,,,,,,,,,,,,,,,,BIJAY MAJUMDAR,1464,0.69,,,,HIMANTI DAS,1259,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,1575,0.74,,,,SWAPAN KUMAR ROY,183,0.09,,,,,,,AMIT SARKAR,174,0.08,,,,,,,,,,,,,,,,,,,,,,BIPLAB CHANDRA DAS,226,0.11,,,,,,,,,,,,
HARIPAL - 196,,,,,,,,,,,,,,,,SK.MUJAFFAR ALI  (MAJA),12537,5.1,KARABI MANNA,109844,44.65,,,,,,,,,,SUBIR KUMAR ROY,827,0.34,,,,,,,MADHUMITA GHOSH,113332,46.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEKH MOJAPHAR ALI,1815,0.74,,,,AZAD SAIF,1846,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,1747,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SISIR KUMAR ROY,498,0.2,,,,,,,,,,,,
HARIRAMPUR - 42,AHIDUR RAHAMAN,430,0.21,,,,,,,,,,,,,,,,BIPLAB MITRA,93098,45.62,PRADEEP HANSDA,757,0.37,,,,,,,,,,,,,,,,DEBABRATA MAJUMDER,91112,44.65,,,,,,,,,,,,,,,,,,,,,,GAUTAM GOSWAMI,6254,3.06,,,,,,,,,,,,,,,,MIHIR CHANDRA RAY,1205,0.59,,,,SUBHASISH PAL (SONA),8462,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,1013,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LALIT ORAWN,254,0.12,,,,,,,,,,,,
HARISCHANDRAPUR - 46,MOHD. TAFAZZUL HAQUE,354,0.16,,,,,,,,,,,,,,,,MD. MATIBUR RAHAMAN,113104,49.8,,,,,,,,,,EFRAJUL HOQUE,749,0.33,,,,,,,RATAN DAS,64833,28.55,,,,,,,,,,,,,,,,,,,,,,SK KHALIL,12786,5.63,,,,,,,,,,,,,,,,BHUDEB DAS,1153,0.51,,,,MOSTAQUE ALAM,31431,13.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,954,0.42,,,,,,,,,,,,,,,,,,,MD OLIUR RAHAMAN,327,0.14,,,,,,,,,,,,,,,,MUSARAF HOSSAIN,224,0.1,,,,,,,,,,,,
HAROA - 121,SK. MD SAHID,590,0.25,,,,,,,,,,,,,PIYARUL ISLAM,68250,28.74,ABDUL MATIN MUHAMMAD,117591,49.52,,,,,,,,,,,,,,,,,,,BHASKAR KUMAR MONDAL,41144,17.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIYARUL SANPUI,2964,1.25,,,,MD. RABIUL MOLLAH,1237,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA,2837,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
